# k is in unit of [h/Mpc] and S_i/plin is in unit of [(Mpc/h)^3] 
# k 		 S1/p_lin	   S2/p_lin		S3/p_lin	 S4/p_lin		S5/p_lin	S6/p_lin	 S7/p_lin	   S8/p_lin		S9/p_lin	  S10/p_lin	   S11/p_lin	 S12/p_lin	  S13/p_lin		 S14/p_lin			
# --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1.485034e-01 9.609467e-02 1.331848e-01 -8.550024e-02 4.016634e-02 5.589467e-02 4.439273e-02 -2.849796e-02 4.946262e-02 2.346228e-02 1.523420e-02 -1.637956e-02 2.284292e-02 6.207721e-03 4.525494e-03
1.552081e-01 1.038493e-01 1.303204e-01 -8.438877e-02 4.265390e-02 6.123229e-02 4.344383e-02 -2.813168e-02 5.430247e-02 2.609664e-02 1.481354e-02 -1.607633e-02 2.604672e-02 7.046716e-03 5.254964e-03
1.619128e-01 1.094826e-01 1.264946e-01 -8.230261e-02 4.436477e-02 6.522128e-02 4.216062e-02 -2.743621e-02 5.794243e-02 2.813249e-02 1.432268e-02 -1.562712e-02 2.857011e-02 7.710246e-03 5.836547e-03
1.686174e-01 1.113775e-01 1.209622e-01 -7.886057e-02 4.460613e-02 6.668353e-02 4.031715e-02 -2.628739e-02 5.921650e-02 2.894117e-02 1.367499e-02 -1.494941e-02 2.968105e-02 7.993910e-03 6.094515e-03
1.753221e-01 1.092375e-01 1.138569e-01 -7.420228e-02 4.350417e-02 6.580309e-02 3.794527e-02 -2.472755e-02 5.853645e-02 2.876993e-02 1.287361e-02 -1.404978e-02 2.975305e-02 8.015962e-03 6.150859e-03
1.820268e-01 1.053388e-01 1.060921e-01 -6.901352e-02 4.174495e-02 6.374684e-02 3.536157e-02 -2.300378e-02 5.677837e-02 2.805658e-02 1.201461e-02 -1.307756e-02 2.920175e-02 7.878411e-03 6.075717e-03
1.887315e-01 1.010166e-01 9.859456e-02 -6.396720e-02 3.973790e-02 6.123475e-02 3.286021e-02 -2.132116e-02 5.448669e-02 2.703114e-02 1.118941e-02 -1.213100e-02 2.823556e-02 7.615483e-03 5.885697e-03
1.954362e-01 9.786926e-02 9.208240e-02 -5.950231e-02 3.831506e-02 5.963069e-02 3.069675e-02 -1.983330e-02 5.312411e-02 2.649514e-02 1.048488e-02 -1.129988e-02 2.784869e-02 7.517327e-03 5.835657e-03
2.021409e-01 9.635103e-02 8.666320e-02 -5.569205e-02 3.738106e-02 5.887735e-02 2.888533e-02 -1.856342e-02 5.239332e-02 2.626908e-02 9.904794e-03 -1.059894e-02 2.775465e-02 7.490147e-03 5.837762e-03
2.088456e-01 9.556808e-02 8.211099e-02 -5.241655e-02 3.683628e-02 5.870367e-02 2.737038e-02 -1.747142e-02 5.232903e-02 2.638690e-02 9.434029e-03 -1.000473e-02 2.809382e-02 7.582544e-03 5.946700e-03
2.155503e-01 9.501661e-02 7.795774e-02 -4.935596e-02 3.638451e-02 5.862968e-02 2.598618e-02 -1.644972e-02 5.231245e-02 2.653150e-02 9.013903e-03 -9.460779e-03 2.842331e-02 7.676133e-03 6.047437e-03
2.222550e-01 9.338080e-02 7.363621e-02 -4.618003e-02 3.551843e-02 5.784260e-02 2.454624e-02 -1.539329e-02 5.161320e-02 2.631087e-02 8.570001e-03 -8.893805e-03 2.832394e-02 7.653468e-03 6.051071e-03
2.289597e-01 9.030821e-02 6.883356e-02 -4.273222e-02 3.416998e-02 5.614551e-02 2.294402e-02 -1.424274e-02 5.009915e-02 2.566915e-02 8.068323e-03 -8.272337e-03 2.772949e-02 7.501878e-03 5.944084e-03
2.356644e-01 8.547619e-02 6.353337e-02 -3.902497e-02 3.221757e-02 5.326903e-02 2.117693e-02 -1.300824e-02 4.758639e-02 2.448341e-02 7.503161e-03 -7.599584e-03 2.653884e-02 7.191666e-03 5.710750e-03
2.423691e-01 7.966472e-02 5.802522e-02 -3.525502e-02 2.990679e-02 4.973778e-02 1.934184e-02 -1.175168e-02 4.441031e-02 2.294181e-02 6.904444e-03 -6.904425e-03 2.490031e-02 6.760312e-03 5.369935e-03
2.490738e-01 7.365486e-02 5.268752e-02 -3.165431e-02 2.757522e-02 4.609401e-02 1.756209e-02 -1.055121e-02 4.118535e-02 2.135346e-02 6.316049e-03 -6.235375e-03 2.322854e-02 6.318312e-03 5.024095e-03
2.557785e-01 6.813475e-02 4.784603e-02 -2.840690e-02 2.541395e-02 4.271037e-02 1.594783e-02 -9.467545e-03 3.816844e-02 1.986608e-02 5.780980e-03 -5.630828e-03 2.164872e-02 5.900081e-03 4.695243e-03
2.624832e-01 6.332758e-02 4.359402e-02 -2.555648e-02 2.354327e-02 3.978939e-02 1.453254e-02 -8.519640e-03 3.556726e-02 1.859321e-02 5.312212e-03 -5.101939e-03 2.029900e-02 5.545067e-03 4.417508e-03
2.691879e-01 5.916960e-02 3.989017e-02 -2.307788e-02 2.191984e-02 3.723630e-02 1.329736e-02 -7.694832e-03 3.330019e-02 1.746458e-02 4.900623e-03 -4.640571e-03 1.911001e-02 5.226197e-03 4.169332e-03
2.758926e-01 5.537463e-02 3.657708e-02 -2.087244e-02 2.044371e-02 3.492314e-02 1.219269e-02 -6.958104e-03 3.122902e-02 1.644044e-02 4.532285e-03 -4.229007e-03 1.801612e-02 4.935751e-03 3.939607e-03
2.825973e-01 5.170860e-02 3.348003e-02 -1.883301e-02 1.901758e-02 3.265917e-02 1.115996e-02 -6.277471e-03 2.920077e-02 1.543243e-02 4.184668e-03 -3.845037e-03 1.693702e-02 4.649189e-03 3.713815e-03
2.893020e-01 4.787699e-02 3.048174e-02 -1.690028e-02 1.757086e-02 3.030352e-02 1.015925e-02 -5.632071e-03 2.711007e-02 1.437833e-02 3.842463e-03 -3.477123e-03 1.580466e-02 4.346891e-03 3.475196e-03
2.960067e-01 4.389604e-02 2.753021e-02 -1.504042e-02 1.606559e-02 2.783331e-02 9.177214e-03 -5.013741e-03 2.490576e-02 1.326044e-02 3.500628e-03 -3.120557e-03 1.459122e-02 4.023087e-03 3.217403e-03
3.027114e-01 3.980837e-02 2.467125e-02 -1.327889e-02 1.453731e-02 2.527545e-02 8.223478e-03 -4.426358e-03 2.261956e-02 1.208359e-02 3.163028e-03 -2.777765e-03 1.330288e-02 3.676053e-03 2.938638e-03
3.094161e-01 3.584792e-02 2.197399e-02 -1.165221e-02 1.305728e-02 2.278495e-02 7.324070e-03 -3.884397e-03 2.039423e-02 1.093471e-02 2.840487e-03 -2.457061e-03 1.204738e-02 3.337592e-03 2.668781e-03
3.161208e-01 3.211657e-02 1.950508e-02 -1.019079e-02 1.166732e-02 2.043358e-02 6.501753e-03 -3.396596e-03 1.829181e-02 9.837762e-03 2.542643e-03 -2.165917e-03 1.084796e-02 3.011698e-03 2.408632e-03
3.228255e-01 2.877273e-02 1.730559e-02 -8.901862e-03 1.044292e-02 1.834348e-02 5.769951e-03 -2.968002e-03 1.642996e-02 8.868221e-03 2.275205e-03 -1.908679e-03 9.784307e-03 2.723784e-03 2.178430e-03
3.295302e-01 2.579409e-02 1.536873e-02 -7.785950e-03 9.342392e-03 1.646041e-02 5.123032e-03 -2.594857e-03 1.474240e-02 7.982205e-03 2.035863e-03 -1.681606e-03 8.808523e-03 2.457983e-03 1.964960e-03
3.362349e-01 2.315176e-02 1.366038e-02 -6.812033e-03 8.365851e-03 1.478672e-02 4.553479e-03 -2.270657e-03 1.324331e-02 7.193096e-03 1.823810e-03 -1.484418e-03 7.940578e-03 2.220372e-03 1.774578e-03
3.429396e-01 2.074095e-02 1.212991e-02 -5.954152e-03 7.478543e-03 1.326037e-02 4.043118e-03 -1.984390e-03 1.187694e-02 6.471788e-03 1.632063e-03 -1.308139e-03 7.147233e-03 2.003098e-03 1.601065e-03
3.496443e-01 1.852764e-02 1.074446e-02 -5.190094e-03 6.670319e-03 1.185854e-02 3.581631e-03 -1.730152e-03 1.062395e-02 5.806605e-03 1.456999e-03 -1.150399e-03 6.414638e-03 1.802037e-03 1.439970e-03
3.563490e-01 1.646329e-02 9.476996e-03 -4.505032e-03 5.918898e-03 1.054949e-02 3.159000e-03 -1.501325e-03 9.454933e-03 5.184400e-03 1.294931e-03 -1.006387e-03 5.729198e-03 1.613776e-03 1.289293e-03
3.630537e-01 1.453137e-02 8.313343e-03 -3.888454e-03 5.214320e-03 9.318509e-03 2.771317e-03 -1.296172e-03 8.349925e-03 4.592340e-03 1.144314e-03 -8.764186e-04 5.074186e-03 1.432631e-03 1.143922e-03
3.697584e-01 1.276118e-02 7.259805e-03 -3.342172e-03 4.573165e-03 8.189941e-03 2.420042e-03 -1.114089e-03 7.339898e-03 4.047778e-03 1.006365e-03 -7.595854e-04 4.472847e-03 1.265466e-03 1.010133e-03
3.764631e-01 1.115726e-02 6.315636e-03 -2.861128e-03 3.990972e-03 7.164540e-03 2.105093e-03 -9.536551e-04 6.420028e-03 3.550939e-03 8.815159e-04 -6.554422e-04 3.923156e-03 1.112634e-03 8.876058e-04
3.831678e-01 9.727896e-03 5.479697e-03 -2.442409e-03 3.475370e-03 6.253975e-03 1.826610e-03 -8.141008e-04 5.605726e-03 3.110403e-03 7.702900e-04 -5.640905e-04 3.436824e-03 9.772888e-04 7.794219e-04
3.898725e-01 8.467727e-03 4.748410e-03 -2.082295e-03 3.019209e-03 5.444609e-03 1.582730e-03 -6.940317e-04 4.879085e-03 2.714870e-03 6.720192e-04 -4.847610e-04 2.998810e-03 8.547150e-04 6.811980e-04
3.965772e-01 7.360572e-03 4.110946e-03 -1.773939e-03 2.622907e-03 4.738488e-03 1.370315e-03 -5.913176e-04 4.248551e-03 2.370358e-03 5.856958e-04 -4.164308e-04 2.618619e-03 7.480889e-04 5.960690e-04
4.032819e-01 6.391884e-03 3.555661e-03 -1.509718e-03 2.273781e-03 4.116958e-03 1.185041e-03 -5.031000e-04 3.690466e-03 2.065195e-03 5.097134e-04 -3.569634e-04 2.280856e-03 6.532500e-04 5.202307e-04
4.099866e-01 5.538609e-03 3.069574e-03 -1.282526e-03 1.968731e-03 3.570662e-03 1.023176e-03 -4.275175e-04 3.201781e-03 1.796373e-03 4.429163e-04 -3.058295e-04 1.983932e-03 5.694475e-04 4.533306e-04
4.166913e-01 4.787362e-03 2.643225e-03 -1.086609e-03 1.699258e-03 3.088057e-03 8.810408e-04 -3.621812e-04 2.768732e-03 1.557656e-03 3.837299e-04 -2.610814e-04 1.719847e-03 4.948100e-04 3.937075e-04
4.233960e-01 4.119959e-03 2.268325e-03 -9.176962e-04 1.461116e-03 2.660000e-03 7.561928e-04 -3.059185e-04 2.386012e-03 1.345972e-03 3.313762e-04 -2.221800e-04 1.486175e-03 4.285724e-04 3.409280e-04
4.301007e-01 3.534056e-03 1.940216e-03 -7.722544e-04 1.251329e-03 2.281954e-03 6.466907e-04 -2.574206e-04 2.046654e-03 1.157516e-03 2.850287e-04 -1.883912e-04 1.277659e-03 3.692839e-04 2.935676e-04
4.368054e-01 3.017726e-03 1.653411e-03 -6.476986e-04 1.067854e-03 1.950569e-03 5.511794e-04 -2.159258e-04 1.749357e-03 9.918543e-04 2.443330e-04 -1.592063e-04 1.094334e-03 3.169599e-04 2.518078e-04
4.435101e-01 2.572161e-03 1.405580e-03 -5.417356e-04 9.088269e-04 1.663051e-03 4.685066e-04 -1.805745e-04 1.491500e-03 8.479595e-04 2.088652e-04 -1.341156e-04 9.353409e-04 2.715751e-04 2.156527e-04
4.502148e-01 2.185753e-03 1.191880e-03 -4.520842e-04 7.717264e-04 1.414256e-03 3.972953e-04 -1.506892e-04 1.268778e-03 7.232063e-04 1.781027e-04 -1.127312e-04 7.976044e-04 2.321259e-04 1.842533e-04
4.569195e-01 1.853738e-03 1.008956e-03 -3.766365e-04 6.537563e-04 1.200041e-03 3.363227e-04 -1.255372e-04 1.076496e-03 6.151661e-04 1.515924e-04 -9.459122e-05 6.782391e-04 1.978148e-04 1.569588e-04
4.636242e-01 1.569344e-03 8.525863e-04 -3.132866e-04 5.529541e-04 1.016463e-03 2.841998e-04 -1.044211e-04 9.118302e-04 5.222688e-04 1.287502e-04 -7.922446e-05 5.755972e-04 1.682180e-04 1.333933e-04
4.703289e-01 1.326187e-03 7.192285e-04 -2.601056e-04 4.668219e-04 8.593430e-04 2.397464e-04 -8.669539e-05 7.709318e-04 4.426487e-04 1.091738e-04 -6.622588e-05 4.876998e-04 1.428434e-04 1.132201e-04
4.770336e-01 1.118013e-03 6.053697e-04 -2.155172e-04 3.933023e-04 7.249190e-04 2.018003e-04 -7.184116e-05 6.504745e-04 3.743051e-04 9.234512e-05 -5.525757e-05 4.122995e-04 1.209884e-04 9.585688e-05
4.837383e-01 9.401887e-04 5.083248e-04 -1.781157e-04 3.304233e-04 6.099103e-04 1.694447e-04 -5.937237e-05 5.472378e-04 3.156435e-04 7.791536e-05 -4.597141e-05 3.475556e-04 1.022044e-04 8.093603e-05
4.904430e-01 7.885045e-04 4.256897e-04 -1.468586e-04 2.768349e-04 5.116981e-04 1.418994e-04 -4.895181e-05 4.591210e-04 2.654273e-04 6.555775e-05 -3.815445e-05 2.921610e-04 8.608769e-05 6.814100e-05
4.971477e-01 6.593360e-04 3.555159e-04 -1.207521e-04 2.312783e-04 4.280340e-04 1.185078e-04 -4.025156e-05 3.840580e-04 2.225094e-04 5.500146e-05 -3.157278e-05 2.448411e-04 7.228268e-05 5.718917e-05
5.038523e-01 5.499207e-04 2.961407e-04 -9.902681e-05 1.927384e-04 3.571680e-04 9.871317e-05 -3.301066e-05 3.205155e-04 1.861044e-04 4.602369e-05 -2.605924e-05 2.047373e-04 6.056091e-05 4.789846e-05
5.105570e-01 4.574383e-04 2.460745e-04 -8.102314e-05 1.602064e-04 2.972660e-04 8.202943e-05 -2.700674e-05 2.667671e-04 1.552353e-04 3.841450e-05 -2.145139e-05 1.707215e-04 5.059752e-05 4.000217e-05
5.172617e-01 3.796809e-04 2.040087e-04 -6.614006e-05 1.328714e-04 2.468410e-04 6.800563e-05 -2.204747e-05 2.215266e-04 1.291861e-04 3.198416e-05 -1.761790e-05 1.420240e-04 4.217366e-05 3.332747e-05
5.239664e-01 3.144153e-04 1.687783e-04 -5.388903e-05 1.099346e-04 2.044817e-04 5.626006e-05 -1.796266e-05 1.835180e-04 1.072450e-04 2.657057e-05 -1.443829e-05 1.178694e-04 3.506612e-05 2.770157e-05
5.306711e-01 2.598671e-04 1.393649e-04 -4.381905e-05 9.079393e-05 1.690714e-04 4.645444e-05 -1.460664e-05 1.517479e-04 8.885702e-05 2.202978e-05 -1.181126e-05 9.762946e-05 2.909557e-05 2.297608e-05
5.373758e-01 2.143151e-04 1.148295e-04 -3.556093e-05 7.482395e-05 1.394882e-04 3.827672e-05 -1.185384e-05 1.252027e-04 7.345849e-05 1.822410e-05 -9.639283e-06 8.068737e-05 2.408923e-05 1.901609e-05
5.440805e-01 1.763652e-04 9.441153e-05 -2.879991e-05 6.153513e-05 1.148392e-04 3.147153e-05 -9.600424e-06 1.030802e-04 6.059637e-05 1.504295e-05 -7.852189e-06 6.653403e-05 1.989755e-05 1.570009e-05
5.507852e-01 1.448000e-04 7.744816e-05 -2.327249e-05 5.047926e-05 9.430601e-05 2.581442e-05 -7.757890e-06 8.465133e-05 4.985677e-05 1.238524e-05 -6.380990e-06 5.472604e-05 1.639349e-05 1.293094e-05
5.574899e-01 1.185848e-04 6.337500e-05 -1.876118e-05 4.131396e-05 7.726789e-05 2.112490e-05 -6.253792e-06 6.936047e-05 4.092924e-05 1.017320e-05 -5.170648e-06 4.491310e-05 1.347695e-05 1.062717e-05
5.641946e-01 9.688384e-05 5.173567e-05 -1.508748e-05 3.373105e-05 6.315135e-05 1.724517e-05 -5.029440e-06 5.669202e-05 3.351611e-05 8.335397e-06 -4.181285e-06 3.676729e-05 1.105075e-05 8.711007e-06
5.708993e-01 7.896633e-05 4.213577e-05 -1.210719e-05 2.747553e-05 5.149097e-05 1.404545e-05 -4.035954e-06 4.622765e-05 2.737833e-05 6.812841e-06 -3.372828e-06 3.002610e-05 9.038786e-06 7.122957e-06
5.776040e-01 6.421418e-05 3.423865e-05 -9.693678e-06 2.232722e-05 4.188505e-05 1.141268e-05 -3.231304e-06 3.760389e-05 2.231045e-05 5.554979e-06 -2.714402e-06 2.446081e-05 7.374974e-06 5.810033e-06
5.843087e-01 5.210080e-05 2.776017e-05 -7.745149e-06 1.810484e-05 3.399656e-05 9.253521e-06 -2.581675e-06 3.052341e-05 1.814141e-05 4.519451e-06 -2.179505e-06 1.988390e-05 6.004382e-06 4.728696e-06
5.910134e-01 4.217997e-05 2.245902e-05 -6.175224e-06 1.464868e-05 2.753282e-05 7.486411e-06 -2.058468e-06 2.472071e-05 1.471742e-05 3.668409e-06 -1.746438e-06 1.612636e-05 4.876903e-06 3.839682e-06
5.977181e-01 3.407700e-05 1.813173e-05 -4.913534e-06 1.182730e-05 2.225074e-05 6.044101e-06 -1.637928e-06 1.997934e-05 1.191459e-05 2.971342e-06 -1.396359e-06 1.305176e-05 3.952923e-06 3.111387e-06
6.044228e-01 2.746893e-05 1.460590e-05 -3.900948e-06 9.526783e-06 1.793939e-05 4.868250e-06 -1.300128e-06 1.610653e-05 9.620976e-06 2.400588e-06 -1.113323e-06 1.053537e-05 3.195480e-06 2.514371e-06
6.111275e-01 2.209518e-05 1.174033e-05 -3.090840e-06 7.659219e-06 1.443564e-05 3.913398e-06 -1.030236e-06 1.296248e-05 7.755393e-06 1.935920e-06 -8.865770e-07 8.490844e-06 2.578962e-06 2.028860e-06
6.178322e-01 1.773267e-05 9.416002e-06 -2.443590e-06 6.143684e-06 1.158925e-05 3.138693e-06 -8.145247e-07 1.040710e-05 6.236207e-06 1.557415e-06 -7.042455e-07 6.825799e-06 2.076044e-06 1.632791e-06
6.245369e-01 1.419879e-05 7.534716e-06 -1.927853e-06 4.916561e-06 9.282256e-06 2.511574e-06 -6.426419e-07 8.335700e-06 5.002583e-06 1.249906e-06 -5.581333e-07 5.474098e-06 1.667142e-06 1.310882e-06
6.312416e-01 1.134323e-05 6.015569e-06 -1.517504e-06 3.925568e-06 7.417526e-06 2.005166e-06 -5.058430e-07 6.661103e-06 4.003617e-06 1.000739e-06 -4.412704e-07 4.379682e-06 1.335599e-06 1.049903e-06
6.379463e-01 9.042213e-06 4.792148e-06 -1.191882e-06 3.127471e-06 5.914405e-06 1.597344e-06 -3.973005e-07 5.311611e-06 3.197261e-06 7.994857e-07 -3.480674e-07 3.496836e-06 1.067761e-06 8.391997e-07
6.446510e-01 7.191485e-06 3.808938e-06 -9.341472e-07 2.486084e-06 4.705213e-06 1.269635e-06 -3.114159e-07 4.225607e-06 2.547206e-06 6.372063e-07 -2.740149e-07 2.785033e-06 8.514712e-07 6.690258e-07
6.513557e-01 5.706438e-06 3.020573e-06 -7.305533e-07 1.971752e-06 3.734756e-06 1.006869e-06 -2.435225e-07 3.354322e-06 2.024897e-06 5.067129e-07 -2.151494e-07 2.213503e-06 6.775855e-07 5.323076e-07
6.580604e-01 4.518520e-06 2.390348e-06 -5.701956e-07 1.560464e-06 2.958011e-06 7.967774e-07 -1.900683e-07 2.656718e-06 1.606000e-06 4.020286e-07 -1.686130e-07 1.755140e-06 5.379218e-07 4.224977e-07
6.647651e-01 3.570356e-06 1.887593e-06 -4.440841e-07 1.232398e-06 2.337931e-06 6.291966e-07 -1.480265e-07 2.099866e-06 1.271136e-06 3.183051e-07 -1.318376e-07 1.388838e-06 4.261697e-07 3.346552e-07
6.714698e-01 2.814730e-06 1.487209e-06 -3.450798e-07 9.710987e-07 1.843592e-06 4.957274e-07 -1.150248e-07 1.655925e-06 1.003746e-06 2.514250e-07 -1.028549e-07 1.096443e-06 3.368400e-07 2.644608e-07
6.781745e-01 2.214153e-06 1.169188e-06 -2.676047e-07 7.635086e-07 1.450555e-06 3.897142e-07 -8.920058e-08 1.302912e-06 7.908025e-07 1.981417e-07 -8.006749e-08 8.636241e-07 2.656183e-07 2.085018e-07
6.848792e-01 1.737885e-06 9.171593e-07 -2.070834e-07 5.989868e-07 1.138799e-06 3.057019e-07 -6.902590e-08 1.022896e-06 6.216459e-07 1.558039e-07 -6.219699e-08 6.787230e-07 2.089825e-07 1.640119e-07
6.915839e-01 1.361082e-06 7.178879e-07 -1.599103e-07 4.689080e-07 8.921341e-07 2.392873e-07 -5.329702e-08 8.013746e-07 4.876476e-07 1.222489e-07 -4.819656e-08 5.323131e-07 1.640863e-07 1.287578e-07
6.982886e-01 1.063558e-06 5.606369e-07 -1.232050e-07 3.662471e-07 6.972924e-07 1.868763e-07 -4.106637e-08 6.263808e-07 3.816323e-07 9.569881e-08 -3.727839e-08 4.164982e-07 1.285228e-07 1.008336e-07
7.049933e-01 8.292393e-07 4.368748e-07 -9.473444e-08 2.854292e-07 5.437916e-07 1.456225e-07 -3.157759e-08 4.884995e-07 2.979846e-07 7.474148e-08 -2.876900e-08 3.251347e-07 1.004342e-07 7.878185e-08
7.116980e-01 6.450806e-07 3.396578e-07 -7.267202e-08 2.219458e-07 4.231231e-07 1.132170e-07 -2.422440e-08 3.801057e-07 2.321410e-07 5.823971e-08 -2.215081e-08 2.532327e-07 7.830387e-08 6.141130e-08
7.184027e-01 5.008131e-07 2.635471e-07 -5.563794e-08 1.722209e-07 3.285416e-07 8.784130e-08 -1.854668e-08 2.951494e-07 1.804675e-07 4.528455e-08 -1.701600e-08 1.968300e-07 6.092549e-08 4.777636e-08
7.251074e-01 3.878899e-07 2.040093e-07 -4.250502e-08 1.333395e-07 2.545332e-07 6.800115e-08 -1.416900e-08 2.286711e-07 1.399812e-07 3.513227e-08 -1.304395e-08 1.526410e-07 4.729460e-08 3.708164e-08
