# k is in unit of [h/Mpc] and S_i/plin is in unit of [(Mpc/h)^3] 
# k 		 S1/p_lin	   S2/p_lin		S3/p_lin	 S4/p_lin		S5/p_lin	S6/p_lin	 S7/p_lin	   S8/p_lin		S9/p_lin	  S10/p_lin	   S11/p_lin	 S12/p_lin	  S13/p_lin		 S14/p_lin			
# --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
7.385168e-01 2.311722e-07 1.214521e-07 5.631699e-08 1.588120e-07 2.288255e-07 8.096868e-08 7.509168e-08 2.727096e-07 1.269078e-07 2.100364e-08 2.039011e-08 1.823736e-07 2.830823e-08 4.437814e-08
7.452215e-01 1.778811e-07 9.340449e-08 4.355764e-08 1.221504e-07 1.760955e-07 6.226902e-08 5.807510e-08 2.098858e-07 9.776515e-08 1.618531e-08 1.578145e-08 1.404854e-07 2.182682e-08 3.421269e-08
7.519262e-01 1.365694e-07 7.167336e-08 3.360838e-08 9.374792e-08 1.352204e-07 4.778304e-08 4.481153e-08 1.611844e-07 7.515024e-08 1.244496e-08 1.218643e-08 1.079828e-07 1.679242e-08 2.631799e-08
7.586309e-01 1.046278e-07 5.488138e-08 2.587386e-08 7.179059e-08 1.036036e-07 3.658638e-08 3.449695e-08 1.235065e-07 5.763633e-08 9.547278e-09 9.388403e-09 8.281185e-08 1.288971e-08 2.019874e-08
7.653356e-01 7.997054e-08 4.192590e-08 1.987021e-08 5.485552e-08 7.920428e-08 2.795191e-08 2.649468e-08 9.443015e-08 4.410706e-08 7.308153e-09 7.216175e-09 6.336981e-08 9.872290e-09 1.546843e-08
7.720403e-01 6.099986e-08 3.196380e-08 1.522701e-08 4.182683e-08 6.042254e-08 2.131004e-08 2.030308e-08 7.204282e-08 3.367982e-08 5.581867e-09 5.533730e-09 4.838509e-08 7.544343e-09 1.181921e-08
7.787450e-01 4.642409e-08 2.431393e-08 1.164110e-08 3.182124e-08 4.599047e-08 1.620990e-08 1.552148e-08 5.484036e-08 2.565983e-08 4.253810e-09 4.233725e-09 3.686116e-08 5.752382e-09 9.010725e-09
7.854497e-01 3.525059e-08 1.845273e-08 8.878370e-09 2.415392e-08 3.492622e-08 1.230237e-08 1.183852e-08 4.165100e-08 1.950529e-08 3.234262e-09 3.231681e-09 2.801895e-08 4.376214e-09 6.854368e-09
7.921544e-01 2.671136e-08 1.397574e-08 6.756806e-09 1.829538e-08 2.646739e-08 9.317101e-09 9.008994e-09 3.156600e-08 1.479479e-08 2.453748e-09 2.461128e-09 2.125122e-08 3.321903e-09 5.202426e-09
7.988591e-01 2.019521e-08 1.056113e-08 5.130191e-09 1.382755e-08 2.001324e-08 7.040805e-09 6.840042e-09 2.387025e-08 1.119703e-08 1.857460e-09 1.869996e-09 1.608232e-08 2.515945e-09 3.939715e-09
8.055638e-01 1.523430e-08 7.963113e-09 3.885700e-09 1.042718e-08 1.509869e-08 5.308685e-09 5.181032e-09 1.801001e-08 8.454922e-09 1.402879e-09 1.417523e-09 1.214321e-08 1.901211e-09 2.976792e-09
8.122685e-01 1.146672e-08 5.990863e-09 2.936536e-09 7.846077e-09 1.136627e-08 3.993997e-09 3.915530e-09 1.355909e-08 6.370468e-09 1.057233e-09 1.072129e-09 9.148971e-09 1.433538e-09 2.244294e-09
8.189732e-01 8.612813e-09 4.497675e-09 2.214441e-09 5.891165e-09 8.538037e-09 2.998419e-09 2.952549e-09 1.018583e-08 4.789336e-09 7.949880e-10 8.090366e-10 6.877797e-09 1.078495e-09 1.688268e-09
8.256779e-01 6.454280e-09 3.368919e-09 1.665803e-09 4.413354e-09 6.399005e-09 2.245929e-09 2.221109e-09 7.634629e-09 3.592507e-09 5.964356e-10 6.090720e-10 5.158849e-09 8.095558e-10 1.267152e-09
8.323826e-01 4.826543e-09 2.518124e-09 1.250395e-09 3.299314e-09 4.785789e-09 1.678774e-09 1.667211e-09 5.710238e-09 2.688989e-09 4.465106e-10 4.575173e-10 3.861174e-09 6.063633e-10 9.490105e-10
8.390872e-01 3.601272e-09 1.878018e-09 9.364119e-10 2.460944e-09 3.571179e-09 1.252003e-09 1.248529e-09 4.261356e-09 2.008184e-09 3.335179e-10 3.428852e-10 2.883465e-09 4.531522e-10 7.091581e-10
8.457919e-01 2.681194e-09 1.397582e-09 6.996751e-10 1.831612e-09 2.659023e-09 9.316971e-10 9.328914e-10 3.173117e-09 1.496433e-09 2.485699e-10 2.563914e-10 2.148557e-09 3.378991e-10 5.287450e-10
8.524966e-01 1.991822e-09 1.037774e-09 5.216240e-10 1.360287e-09 1.975569e-09 6.918380e-10 6.954822e-10 2.357713e-09 1.112682e-09 1.848560e-10 1.912853e-10 1.597491e-09 2.514098e-10 3.933677e-10
8.592013e-01 1.476440e-09 7.689135e-10 3.879868e-10 1.008030e-09 1.464561e-09 5.126075e-10 5.173129e-10 1.747973e-09 8.255035e-10 1.371658e-10 1.423861e-10 1.185132e-09 1.866423e-10 2.920058e-10
8.659060e-01 1.091931e-09 5.684205e-10 2.879079e-10 7.453004e-10 1.083258e-09 3.789476e-10 3.838781e-10 1.292952e-09 6.110324e-10 1.015449e-10 1.057349e-10 8.771706e-10 1.382357e-10 2.162504e-10
8.726107e-01 8.057587e-10 4.192696e-10 2.131575e-10 5.498331e-10 7.994620e-10 2.795219e-10 2.842186e-10 9.542859e-10 4.512900e-10 7.500843e-11 7.834286e-11 6.478219e-10 1.021603e-10 1.598023e-10
8.793154e-01 5.933338e-10 3.086071e-10 1.574671e-10 4.047764e-10 5.887717e-10 2.057508e-10 2.099709e-10 7.028331e-10 3.325970e-10 5.528805e-11 5.791923e-11 4.774172e-10 7.533713e-11 1.178353e-10
8.860201e-01 4.359458e-10 2.266498e-10 1.160671e-10 2.973083e-10 4.326136e-10 1.511021e-10 1.547567e-10 5.164600e-10 2.445612e-10 4.065914e-11 4.271978e-11 3.510352e-10 5.542950e-11 8.669103e-11
8.927248e-01 3.196444e-10 1.661172e-10 8.536591e-11 2.179178e-10 3.172095e-10 1.107387e-10 1.138151e-10 3.786994e-10 1.794421e-10 2.983633e-11 3.143907e-11 2.575493e-10 4.069354e-11 6.363853e-11
8.994295e-01 2.337571e-10 1.214334e-10 6.261010e-11 1.593399e-10 2.320289e-10 8.096152e-11 8.349284e-11 2.770510e-10 1.313607e-10 2.184407e-11 2.308293e-11 1.885407e-10 2.980853e-11 4.661362e-11
9.061342e-01 1.706603e-10 8.861845e-11 4.584854e-11 1.162795e-10 1.693865e-10 5.907536e-11 6.112756e-11 2.022494e-10 9.595391e-11 1.595794e-11 1.691007e-11 1.377127e-10 2.178591e-11 3.406556e-11
9.128389e-01 1.242811e-10 6.451076e-11 3.348336e-11 8.465708e-11 1.233666e-10 4.300498e-11 4.464447e-11 1.473101e-10 6.993139e-11 1.163143e-11 1.235903e-11 1.003627e-10 1.588671e-11 2.483967e-11
9.195436e-01 9.034403e-11 4.687540e-11 2.441485e-11 6.151446e-11 8.967030e-11 3.124362e-11 3.254293e-11 1.070734e-10 5.086073e-11 8.460608e-12 9.014133e-12 7.298693e-11 1.156014e-11 1.807319e-11
9.262483e-01 6.549850e-11 3.397168e-11 1.774882e-11 4.459572e-11 6.502897e-11 2.264711e-11 2.366426e-11 7.765510e-11 3.690838e-11 6.140263e-12 6.559270e-12 5.296167e-11 8.393236e-12 1.312085e-11
9.329530e-01 4.738922e-11 2.456938e-11 1.287724e-11 3.225973e-11 4.705416e-11 1.637953e-11 1.716717e-11 5.620185e-11 2.672682e-11 4.446977e-12 4.762128e-12 3.835310e-11 6.081394e-12 9.506493e-12
9.396577e-01 3.420601e-11 1.772721e-11 9.320569e-12 2.327777e-11 3.396483e-11 1.181720e-11 1.242546e-11 4.056918e-11 1.930449e-11 3.212295e-12 3.449384e-12 2.770045e-11 4.394945e-12 6.869742e-12
9.463624e-01 2.463661e-11 1.276347e-11 6.730591e-12 1.676432e-11 2.446828e-11 8.509339e-12 8.974125e-12 2.922708e-11 1.391517e-11 2.315674e-12 2.492852e-12 1.996602e-11 3.169546e-12 4.953965e-12
9.530671e-01 1.770991e-11 9.171720e-12 4.850539e-12 1.204619e-11 1.758791e-11 6.113902e-12 6.466754e-12 2.100869e-11 1.000791e-11 1.665600e-12 1.797462e-12 1.435908e-11 2.280702e-12 3.564467e-12
9.597718e-01 1.269905e-11 6.574223e-12 3.486994e-12 8.636762e-12 1.261379e-11 4.382840e-12 4.649294e-12 1.506835e-11 7.182033e-12 1.195405e-12 1.293190e-12 1.030414e-11 1.637523e-12 2.559078e-12
9.664765e-01 9.085793e-12 4.702053e-12 2.500935e-12 6.176086e-12 9.022661e-12 3.133785e-12 3.333379e-12 1.077574e-11 5.138616e-12 8.553826e-13 9.274139e-13 7.370119e-12 1.171813e-12 1.830693e-12
9.731812e-01 6.487431e-12 3.356166e-12 1.790079e-12 4.408898e-12 6.442904e-12 2.236804e-12 2.385950e-12 7.695271e-12 3.671578e-12 6.112241e-13 6.642634e-13 5.265882e-12 8.376863e-13 1.308635e-12
9.798859e-01 4.621807e-12 2.390185e-12 1.278343e-12 3.140363e-12 4.590470e-12 1.593014e-12 1.703875e-12 5.483023e-12 2.617422e-12 4.357654e-13 4.746734e-13 3.753815e-12 5.974541e-13 9.332834e-13
9.865906e-01 3.285960e-12 1.698741e-12 9.110363e-13 2.232962e-12 3.265060e-12 1.132561e-12 1.214782e-12 3.901370e-12 1.863413e-12 3.102533e-13 3.387835e-13 2.673153e-12 4.256923e-13 6.651333e-13
9.932953e-01 2.329025e-12 1.203623e-12 6.472187e-13 1.580588e-12 2.311962e-12 8.016218e-13 8.621938e-13 2.759439e-12 1.318712e-12 2.195512e-13 2.403475e-13 1.889610e-12 3.010751e-13 4.699200e-13
1.000000e+00 1.649887e-12 8.524314e-13 4.594127e-13 1.120839e-12 1.639556e-12 5.683489e-13 6.123561e-13 1.959352e-12 9.365628e-13 1.559840e-13 1.709072e-13 1.343285e-12 2.140666e-13 3.343410e-13
