# k is in unit of [h/Mpc] and S_i/plin is in unit of [(Mpc/h)^3] 
# k 		 S1/p_lin	   S2/p_lin		S3/p_lin	 S4/p_lin		S5/p_lin	S6/p_lin	 S7/p_lin	   S8/p_lin		S9/p_lin	  S10/p_lin	   S11/p_lin	 S12/p_lin	  S13/p_lin		 S14/p_lin			
# --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2.155503e-01 1.037458e-03 5.825226e-04 1.507969e-04 7.368894e-04 1.014833e-03 3.883461e-04 2.010513e-04 1.199702e-03 5.175207e-04 8.483062e-05 5.573231e-05 7.453441e-04 1.074700e-04 1.707028e-04
2.222550e-01 7.819238e-04 4.359851e-04 1.186185e-04 5.540505e-04 7.654882e-04 2.906551e-04 1.581538e-04 9.055022e-04 3.925017e-04 6.425879e-05 4.347988e-05 5.653811e-04 8.188636e-05 1.299570e-04
2.289597e-01 5.775641e-04 3.201728e-04 9.116747e-05 4.083341e-04 5.659239e-04 2.134449e-04 1.215453e-04 6.698144e-04 2.917160e-04 4.772903e-05 3.319375e-05 4.202677e-04 6.114408e-05 9.696444e-05
2.356644e-01 4.173869e-04 2.302903e-04 6.835321e-05 2.944782e-04 4.092831e-04 1.535238e-04 9.114428e-05 4.846364e-04 2.120349e-04 3.470064e-05 2.476085e-05 3.054443e-04 4.463494e-05 7.071751e-05
2.423691e-01 2.958785e-04 1.625936e-04 5.016476e-05 2.083253e-04 2.903237e-04 1.083909e-04 6.688830e-05 3.439445e-04 1.511411e-04 2.475370e-05 1.809447e-05 2.177116e-04 3.194977e-05 5.057565e-05
2.490738e-01 2.070584e-04 1.133657e-04 3.626097e-05 1.455227e-04 2.033145e-04 7.557706e-05 4.834908e-05 2.409785e-04 1.063449e-04 1.743094e-05 1.303703e-05 1.531720e-04 2.257179e-05 3.570074e-05
2.557785e-01 1.439842e-04 7.856238e-05 2.598332e-05 1.010163e-04 1.414731e-04 5.237650e-05 3.464748e-05 1.677498e-04 7.433066e-05 1.219386e-05 9.319978e-06 1.070471e-04 1.583754e-05 2.502960e-05
2.624832e-01 9.984152e-05 5.429726e-05 1.852691e-05 6.992890e-05 9.816215e-05 3.619835e-05 2.470271e-05 1.164467e-04 5.180042e-05 8.503313e-06 6.633449e-06 7.459109e-05 1.107799e-05 1.749438e-05
2.691879e-01 6.907143e-05 3.744548e-05 1.315288e-05 4.829899e-05 6.794831e-05 2.496421e-05 1.753718e-05 8.063826e-05 3.600556e-05 5.914523e-06 4.703718e-06 5.184301e-05 7.727738e-06 1.219581e-05
2.758926e-01 4.756800e-05 2.571298e-05 9.277752e-06 3.320977e-05 4.681929e-05 1.714202e-05 1.237048e-05 5.558451e-05 2.490798e-05 4.094092e-06 3.315570e-06 3.585985e-05 5.364042e-06 8.460028e-06
2.825973e-01 3.248231e-05 1.751225e-05 6.478900e-06 2.264500e-05 3.198835e-05 1.167483e-05 8.638809e-06 3.799028e-05 1.708160e-05 2.809700e-06 2.314422e-06 2.458911e-05 3.690318e-06 5.816723e-06
2.893020e-01 2.191085e-05 1.178417e-05 4.462574e-06 1.525327e-05 2.158735e-05 7.856040e-06 5.950151e-06 2.564576e-05 1.156864e-05 1.904324e-06 1.594072e-06 1.665057e-05 2.506888e-06 3.949082e-06
2.960067e-01 1.456865e-05 7.818117e-06 3.026340e-06 1.012841e-05 1.436003e-05 5.211919e-06 4.035006e-06 1.706566e-05 7.722171e-06 1.272152e-06 1.081255e-06 1.111304e-05 1.678273e-06 2.642351e-06
3.027114e-01 9.546643e-06 5.112465e-06 2.020644e-06 6.628890e-06 9.414545e-06 3.408389e-06 2.694094e-06 1.119208e-05 5.079626e-06 8.374950e-07 7.222959e-07 7.309130e-06 1.107074e-06 1.742128e-06
3.094161e-01 6.179732e-06 3.302987e-06 1.331273e-06 4.285526e-06 6.096638e-06 2.201961e-06 1.775017e-06 7.249542e-06 3.299808e-06 5.444949e-07 4.761933e-07 4.747403e-06 7.211091e-07 1.134194e-06
3.161208e-01 3.961133e-06 2.113248e-06 8.677418e-07 2.743745e-06 3.909465e-06 1.408800e-06 1.156916e-06 4.650078e-06 2.122505e-06 3.504865e-07 3.106449e-07 3.053210e-06 4.650402e-07 7.311057e-07
3.228255e-01 2.521410e-06 1.342739e-06 5.611179e-07 1.744521e-06 2.489543e-06 8.951497e-07 7.481370e-07 2.961990e-06 1.355611e-06 2.240029e-07 2.010907e-07 1.949761e-06 2.977530e-07 4.679007e-07
3.295302e-01 1.596013e-06 8.484670e-07 3.604970e-07 1.103074e-06 1.576464e-06 5.656405e-07 4.806695e-07 1.876125e-06 8.608578e-07 1.423408e-07 1.293532e-07 1.238000e-06 1.895378e-07 2.977272e-07
3.362349e-01 1.004289e-06 5.330278e-07 2.300279e-07 6.934044e-07 9.923711e-07 3.553620e-07 3.067092e-07 1.181319e-06 5.433739e-07 8.990023e-08 8.264472e-08 7.813276e-07 1.199085e-07 1.882816e-07
3.429396e-01 6.272860e-07 3.324055e-07 1.455880e-07 4.326658e-07 6.200431e-07 2.216057e-07 1.941115e-07 7.382473e-07 3.403698e-07 5.634419e-08 5.236996e-08 4.893500e-07 7.527227e-08 1.181492e-07
3.496443e-01 3.883198e-07 2.054683e-07 9.125898e-08 2.675730e-07 3.839467e-07 1.369701e-07 1.216754e-07 4.572391e-07 2.112856e-07 3.499482e-08 3.287015e-08 3.037286e-07 4.682287e-08 7.346975e-08
3.563490e-01 2.378452e-07 1.256700e-07 5.656238e-08 1.637447e-07 2.352468e-07 8.377827e-08 7.541299e-08 2.802214e-07 1.297661e-07 2.150438e-08 2.040209e-08 1.865211e-07 2.881497e-08 4.519933e-08
3.630537e-01 1.440337e-07 7.600032e-08 3.464041e-08 9.907078e-08 1.425026e-07 5.066500e-08 4.618642e-08 1.697786e-07 7.878565e-08 1.306250e-08 1.251310e-08 1.132295e-07 1.752814e-08 2.748647e-08
3.697584e-01 8.625865e-08 4.545577e-08 2.096878e-08 5.928691e-08 8.537677e-08 3.030592e-08 2.796212e-08 1.017379e-07 4.730687e-08 7.846996e-09 7.587366e-09 6.797929e-08 1.054419e-08 1.652977e-08
3.764631e-01 5.114624e-08 2.691745e-08 1.256212e-08 3.512205e-08 5.063376e-08 1.794497e-08 1.675062e-08 6.034842e-08 2.811576e-08 4.665662e-09 4.551958e-09 4.039768e-08 6.277993e-09 9.839184e-09
3.831678e-01 3.005252e-08 1.579632e-08 7.454152e-09 2.062125e-08 2.975967e-08 1.053089e-08 9.938953e-09 3.547734e-08 1.655931e-08 2.749062e-09 2.705077e-09 2.379062e-08 3.703916e-09 5.803490e-09
3.898725e-01 1.752110e-08 9.198323e-09 4.386636e-09 1.201339e-08 1.735496e-08 6.132236e-09 5.848783e-09 2.069286e-08 9.675981e-09 1.606908e-09 1.594324e-09 1.389962e-08 2.167834e-09 3.395793e-09
3.965772e-01 1.013873e-08 5.316457e-09 2.560846e-09 6.946364e-09 1.004495e-08 3.544254e-09 3.414541e-09 1.197882e-08 5.610997e-09 9.321428e-10 9.321917e-10 8.059361e-09 1.259102e-09 1.971854e-09
4.032819e-01 5.822242e-09 3.049619e-09 1.482992e-09 3.986076e-09 5.769699e-09 2.033018e-09 1.977292e-09 6.881501e-09 3.228735e-09 5.365429e-10 5.406543e-10 4.637114e-09 7.256328e-10 1.136159e-09
4.099866e-01 3.315394e-09 1.734628e-09 8.513147e-10 2.268409e-09 3.286343e-09 1.156417e-09 1.135072e-09 3.920374e-09 1.842335e-09 3.062435e-10 3.108436e-10 2.645727e-09 4.146620e-10 6.491277e-10
4.166913e-01 1.870858e-09 9.778157e-10 4.840663e-10 1.279185e-09 1.854860e-09 6.518695e-10 6.454165e-10 2.213012e-09 1.041583e-09 1.731834e-10 1.770152e-10 1.495626e-09 2.347619e-10 3.674303e-10
4.233960e-01 1.045559e-09 5.459038e-10 2.725217e-10 7.144053e-10 1.036777e-09 3.639133e-10 3.633196e-10 1.237124e-09 5.831266e-10 9.698019e-11 9.979059e-11 8.372216e-10 1.316048e-10 2.059326e-10
4.301007e-01 5.785561e-10 3.017708e-10 1.518579e-10 3.950884e-10 5.738414e-10 2.011735e-10 2.024718e-10 6.848614e-10 3.232828e-10 5.377686e-11 5.569971e-11 4.641248e-10 7.306118e-11 1.143081e-10
4.368054e-01 3.170588e-10 1.652145e-10 8.378321e-11 2.163919e-10 3.145470e-10 1.101420e-10 1.117114e-10 3.754512e-10 1.774758e-10 2.952844e-11 3.077717e-11 2.547720e-10 4.016037e-11 6.282243e-11
4.435101e-01 1.721345e-10 8.961146e-11 4.578174e-11 1.174132e-10 1.708003e-10 5.973948e-11 6.103863e-11 2.038951e-10 9.650983e-11 1.606046e-11 1.684039e-11 1.385263e-10 2.186479e-11 3.419600e-11
4.502148e-01 9.264358e-11 4.818490e-11 2.479331e-11 6.315748e-11 9.194371e-11 3.212286e-11 3.305679e-11 1.097734e-10 5.202728e-11 8.659460e-12 9.133781e-12 7.467247e-11 1.180142e-11 1.845474e-11
4.569195e-01 4.944007e-11 2.569161e-11 1.331007e-11 3.368511e-11 4.907314e-11 1.712667e-11 1.774516e-11 5.859712e-11 2.780707e-11 4.628968e-12 4.910133e-12 3.990694e-11 6.314770e-12 9.873429e-12
4.636242e-01 2.616088e-11 1.358303e-11 7.083007e-12 1.781655e-11 2.597343e-11 9.055467e-12 9.444139e-12 3.101754e-11 1.473714e-11 2.453639e-12 2.616857e-12 2.114774e-11 3.350351e-12 5.237602e-12
4.703289e-01 1.372961e-11 7.122637e-12 3.737686e-12 9.345277e-12 1.363289e-11 4.748267e-12 4.983404e-12 1.628239e-11 7.745195e-12 1.289713e-12 1.382747e-12 1.111354e-11 1.762703e-12 2.755283e-12
4.770336e-01 7.142463e-12 3.702486e-12 1.954572e-12 4.859447e-12 7.093535e-12 2.468333e-12 2.606089e-12 8.472940e-12 4.034957e-12 6.719755e-13 7.241068e-13 5.789212e-12 9.192418e-13 1.436682e-12
4.837383e-01 3.683982e-12 1.908347e-12 1.013027e-12 2.505148e-12 3.659185e-12 1.272203e-12 1.350769e-12 4.370584e-12 2.083588e-12 3.470272e-13 3.757776e-13 2.989148e-12 4.751419e-13 7.425317e-13
4.904430e-01 1.882229e-12 9.743020e-13 5.201068e-13 1.278982e-12 1.869368e-12 6.493195e-13 6.934401e-13 2.233120e-12 1.065746e-12 1.775361e-13 1.931637e-13 1.528848e-12 2.432757e-13 3.801250e-13
4.971477e-01 9.520869e-13 4.924188e-13 2.643944e-13 6.469672e-13 9.460990e-13 3.283103e-13 3.525635e-13 1.130531e-12 5.401047e-13 8.998449e-14 9.835683e-14 7.747759e-13 1.234111e-13 1.928127e-13
